# stan_version_major = 2
# stan_version_minor = 26
# stan_version_patch = 1
# model = model_model
# start_datetime = 2021-07-27 15:22:19 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 100
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
# id = 0 (Default)
# data
#   file = .//input/input_trivial_v1.json
# init = .//input/init.json
# random
#   seed = 4021865561 (Default)
# output
#   file = .//output/output_trivial_v1.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# stanc_version = stanc3 888c0f6a
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,gamma.1,gamma.2,gamma.3,gamma.4,gamma.5,gamma.6,gamma.7,gamma.8,gamma.9,gamma.10,gamma.11,gamma.12,gamma.13,gamma.14,gamma.15
-533.801,0.936305,0.0550638,5,63,0,545.383,1.43275,0.624023,0.732483,1.2045,0.752013,1.72071,1.00183,0.804515,0.701668,0.924671,1.93173,1.01076,0.560753,0.957535,0.421051
-534.372,0.992267,0.0550638,4,31,0,537.694,2.12244,0.570969,1.00024,1.12203,0.799784,1.35454,0.822878,0.878759,0.953024,0.727177,2.04385,1.34034,0.41344,0.786128,0.580479
-534.959,0.959939,0.0550638,6,63,0,545.507,0.773718,1.26198,1.12172,0.612349,1.08261,1.17895,1.33475,1.66213,0.285617,0.908364,2.03633,1.38313,0.886833,0.401376,1.75948
-533.352,0.992695,0.0550638,6,63,0,539.156,1.02063,0.503226,0.93918,3.37154,0.640664,0.781933,0.754263,0.896085,2.22692,0.976437,0.746922,0.871312,0.538391,1.40235,0.552465
-537.483,0.770316,0.0550638,6,63,0,543.375,0.739493,1.20451,0.390536,1.87313,1.09886,0.737678,2.08787,0.30803,1.16956,1.36468,1.27342,1.95421,0.256756,1.05064,2.04085
-535.891,0.728592,0.0550638,4,31,0,545.129,1.35335,1.24863,0.651611,1.00433,1.23901,0.775602,1.58712,0.714422,0.917002,0.941692,0.592584,3.3829,0.273898,1.26091,1.08448
-534.348,0.981123,0.0550638,5,63,0,544.309,1.00379,1.15841,0.651191,1.78441,0.570095,1.05692,1.61811,0.586414,1.4322,0.624876,1.51684,1.10863,0.73502,1.16486,0.739159
-535.83,0.862069,0.0550638,6,63,0,542.517,0.577819,1.33845,2.46082,0.676622,0.727611,0.871448,0.997875,2.43941,0.460772,1.23115,0.709674,0.7801,2.12965,0.545181,2.16619
-539.354,0.981541,0.0550638,6,63,0,544.818,0.95,2.50661,0.183003,1.99788,1.1132,1.15088,1.41162,0.498921,1.04013,0.768028,2.57412,1.05529,0.324365,0.938089,1.00605
-540.747,0.822585,0.0550638,6,63,0,548.642,0.891835,0.542707,1.61218,1.44924,0.884536,0.665257,0.643572,4.30882,0.681795,0.799411,0.703622,0.592207,4.03436,0.344582,1.39939
-534.425,0.877006,0.0550638,6,63,0,546.814,1.02873,2.25238,0.347055,2.66264,0.525047,0.900559,1.81849,0.620965,0.929366,1.03238,1.03239,1.71505,0.570448,0.829562,0.859725
-535.288,0.828381,0.0550638,5,63,0,538.994,1.05936,0.760503,1.20797,0.666123,1.38948,0.850415,1.55085,0.733162,0.496343,1.49703,1.12854,1.82036,0.372199,1.02793,0.660688
-536.76,0.893457,0.0550638,4,31,0,543.795,0.798302,1.81285,1.04569,0.554948,1.65828,0.719084,1.19399,1.25509,0.490823,1.56869,1.01285,1.94073,0.618046,0.485424,0.870814
-538.714,0.993236,0.0550638,6,63,0,544.592,0.636181,1.79953,1.96497,0.416337,1.31582,0.478122,2.92383,1.41694,0.304307,1.03288,0.688595,3.01932,1.07073,0.634321,0.691673
-537.116,0.992586,0.0550638,5,31,0,546.14,1.22846,1.73154,0.988572,0.575029,0.904267,0.701744,2.64393,1.32264,0.354206,1.14267,1.0949,2.01228,0.985902,0.227949,0.17134
-538.617,0.999381,0.0550638,6,63,0,541.905,0.59649,0.687776,0.43004,3.2028,1.18811,0.887166,0.493951,1.09347,1.16926,2.16234,0.663494,0.64548,0.676503,1.39658,8.42005
-535.669,0.721334,0.0550638,4,15,0,545.522,1.02694,0.668349,0.752406,2.23021,1.14716,0.523987,0.931136,0.906056,1.37625,1.92202,0.610278,0.735644,0.772195,0.837068,6.07196
-533.962,0.944762,0.0550638,6,63,0,545.59,1.05829,1.35092,1.63217,0.853535,0.517198,1.30056,1.38374,1.48169,0.44343,0.670823,1.89184,1.3769,0.728505,0.553986,0.286479
-536.325,0.675319,0.0550638,6,63,0,541.755,0.282613,0.763538,1.12084,1.60468,1.68387,0.395467,0.977566,1.42509,1.04241,1.22989,0.636201,1.0701,1.0748,0.996372,5.82788
-537.006,0.775944,0.0550638,6,63,0,543.642,2.32679,0.42413,1.39371,0.617441,1.8831,1.14485,0.574055,1.37547,0.417783,1.86085,1.18953,1.04406,0.737235,0.287692,2.26927
-534.415,1,0.0550638,4,15,0,538.627,2.09977,0.454334,1.03512,0.77748,1.37265,1.79149,0.721168,1.10739,0.403948,2.13144,1.30246,0.725356,0.93937,0.61836,1.75025
-532.32,0.808599,0.0550638,6,63,0,539.271,0.783285,1.3711,0.95796,2.51409,0.489216,0.510998,1.38728,1.51932,1.33194,0.690784,0.499589,2.17821,0.626802,1.51191,0.572999
-533.636,0.808724,0.0550638,6,63,0,540.066,1.66208,0.931653,1.40429,0.52015,1.20032,1.33768,0.685703,2.08599,0.522482,1.02927,1.2351,1.07722,1.08141,0.556504,0.514386
-539.75,0.571064,0.0550638,6,63,0,546.404,0.458552,2.70509,0.722141,2.90462,0.368746,0.452771,2.99971,1.14926,2.02115,0.347053,0.298772,4.50699,1.29996,1.42477,0.844724
-540.296,0.929177,0.0550638,4,31,0,547.372,0.36951,1.47567,1.1631,2.9881,0.402972,0.313156,2.30865,1.22398,1.86436,0.415193,0.621287,2.29159,0.628824,1.0648,0.797098
-542.138,0.847567,0.0550638,6,63,0,551.477,0.379016,1.47805,1.45077,3.36508,0.262866,0.500649,1.55982,1.62858,1.59293,0.350966,0.720213,2.80572,1.23921,0.808002,0.770341
-536.873,0.975677,0.0550638,4,15,0,548.012,1.22819,1.28103,1.01544,1.94714,0.426952,0.57599,1.94739,1.30762,1.24396,0.512614,0.597219,1.91102,1.33209,2.00439,0.729912
-535.196,0.997115,0.0550638,4,31,0,542.635,0.672909,0.868089,2.85411,1.4822,0.363844,0.694726,1.06112,2.30173,1.43139,0.366835,0.684165,2.05231,0.831511,2.31318,0.484132
-533.97,0.953287,0.0550638,6,63,0,539.984,1.0036,0.711244,0.696496,2.36646,0.871536,0.907341,0.73477,1.20955,1.17895,1.21727,0.690582,0.829127,1.3308,0.588929,0.412477
-532.05,0.804847,0.0550638,4,15,0,540.585,0.919897,0.615377,1.30173,1.22125,1.24544,0.567459,0.944729,1.49801,0.597802,1.46138,0.710829,1.09268,0.850325,0.848782,0.339283
-535.112,0.949372,0.0550638,6,63,0,539.455,1.86151,1.13236,0.886702,1.35219,0.588167,1.22212,1.33006,1.2074,0.7467,0.874649,1.36529,0.939716,0.58704,1.39182,2.8333
-535.521,0.963233,0.0550638,6,63,0,541.464,1.54328,2.87454,0.837617,0.302802,0.939031,1.27176,2.24547,1.13955,0.272261,1.13803,1.27539,2.64042,0.486989,0.45977,0.860247
-541.298,0.999062,0.0550638,4,15,0,544.593,1.36781,1.83335,1.09728,0.190546,1.56971,1.50549,2.94582,0.935272,0.162485,0.800819,3.07068,3.72484,0.383488,0.273817,1.39098
-538.977,0.955278,0.0550638,5,31,0,547.895,3.7891,2.00303,0.882895,0.325127,0.573841,2.69281,2.33856,0.9465,0.186466,1.28114,1.57853,3.36466,0.723121,0.135629,1.19598
-534.397,0.460791,0.0550638,5,63,0,549.828,0.4829,1.23899,0.904521,0.986819,1.48381,0.727605,0.919954,0.905405,0.714119,2.43713,0.618483,0.990077,0.50597,1.17063,0.860001
-533.363,0.892539,0.0550638,5,47,0,548.84,0.508302,0.869627,1.04505,0.957072,1.79015,0.827107,0.701622,1.42988,0.619689,1.9679,0.774576,0.835795,0.711082,1.25282,1.00188
-534.48,0.755338,0.0550638,5,63,0,540.018,0.464174,1.13129,1.08641,0.941733,2.01178,0.539418,0.880794,1.82723,0.602582,1.70864,0.816189,0.957476,0.716314,1.02215,1.06638
-535.819,0.894441,0.0550638,5,47,0,544.165,1.4504,0.402373,0.863641,1.68359,1.46107,0.926562,0.594101,0.829144,0.813709,2.18215,0.809827,0.744518,1.06021,0.620692,3.23029
-535.406,0.842234,0.0550638,6,63,0,542.468,0.808243,1.53597,0.698637,1.82427,0.823117,0.759535,1.68314,0.505231,1.71675,0.630678,1.39791,1.33171,0.342369,2.32861,1.58663
-532.804,0.9613,0.0550638,5,31,0,540.545,1.0003,1.78471,0.439102,1.74501,0.630759,1.04632,1.61791,0.798039,1.24203,0.486069,1.38259,1.80311,0.560935,1.32951,2.12195
-535.471,0.799043,0.0550638,4,31,0,542.589,0.976476,1.14326,0.547968,1.91403,0.920344,0.999849,1.23728,0.540068,0.739238,1.62505,1.11761,1.26684,0.606529,0.787436,1.72955
-536.081,0.993685,0.0550638,5,31,0,541.068,1.43272,0.330165,1.34642,1.6274,1.38796,0.977331,0.512282,0.740206,1.637,1.21642,1.15587,0.76775,0.439162,2.06608,2.27106
-539.585,0.999991,0.0550638,5,31,0,543.801,0.728684,0.238728,0.571684,5.18658,1.66292,0.703871,0.230171,1.32996,2.33199,2.25757,0.661311,0.205025,0.718313,3.08919,1.73429
-533.089,0.972509,0.0550638,6,63,0,544.689,1.11264,0.357323,1.28699,2.66128,0.96247,0.616464,0.467005,1.61191,1.4659,1.47217,0.600297,0.600147,0.708153,2.66731,0.537252
-533.643,0.91656,0.0550638,6,63,0,540.839,0.732271,0.566291,0.968684,1.64605,1.41758,0.670987,0.514297,1.42671,1.68024,1.41247,0.546535,0.578239,0.914637,1.45644,0.376013
-536.378,0.933046,0.0550638,5,31,0,540.766,0.364929,0.681922,0.914418,5.30157,1.08359,0.262261,0.835345,1.21201,2.33461,1.58279,0.278691,1.02273,0.490005,2.89253,0.327
-538.958,0.74746,0.0550638,6,63,0,543.663,0.563962,0.403674,0.537146,3.36542,2.27488,0.33173,0.542397,0.78743,2.57916,2.06412,0.440264,0.557915,0.412038,3.26463,0.205999
-537.038,0.956803,0.0550638,6,63,0,546.251,0.70953,3.12962,0.724515,0.57155,1.03237,0.468422,4.62115,1.13298,0.362966,1.45666,0.439674,4.21416,0.954532,0.36716,0.99716
-533.362,0.834841,0.0550638,6,63,0,543.332,1.1377,0.999819,1.02516,1.96935,0.483586,0.915473,0.883371,1.82186,0.975971,0.479211,1.14275,0.910114,1.98942,0.873395,2.12809
-535.976,0.995281,0.0550638,5,47,0,540.196,1.13633,1.08575,0.909437,1.59491,0.519638,1.26486,0.834677,1.16602,1.452,0.576519,1.1866,0.626053,1.49269,0.754592,1.62273
-534.192,0.999269,0.0550638,4,15,0,538.648,1.349,0.595379,0.773431,2.61808,0.544288,1.05681,0.926182,1.5202,0.919426,0.56914,1.34834,1.20426,0.765642,0.980225,2.25105
-536.036,0.897929,0.0550638,6,63,0,542.624,0.879436,0.73119,0.682497,3.12498,0.651817,0.958753,0.953574,0.68937,1.82429,0.937001,1.12408,0.698292,0.707915,0.849063,0.28113
-537.507,0.989289,0.0550638,5,63,0,546.941,0.777535,0.852425,1.4056,1.25253,1.22677,0.452954,0.935156,1.50095,1.24968,1.46641,0.281496,2.17022,0.544708,2.4296,0.29211
-537.058,0.830983,0.0550638,6,127,0,547.04,0.32786,1.54313,0.905409,1.98289,1.18993,0.278721,2.04252,1.3719,1.02598,1.04619,0.455048,1.61245,1.15913,0.532365,0.981982
-532.798,0.999926,0.0550638,6,63,0,539.997,2.78874,0.560846,0.692044,1.03117,0.907171,2.15555,0.526054,1.16956,0.623471,1.0577,2.72857,0.450298,0.749712,0.728243,0.865957
-534.303,0.82773,0.0550638,6,63,0,539.184,2.3201,0.52679,0.740188,1.06139,1.11389,1.64393,0.53923,1.04971,0.681392,1.05631,2.67204,0.429119,0.743642,1.18619,0.898491
-534.935,0.959013,0.0550638,6,63,0,538.868,0.2618,1.6056,1.2315,1.71431,0.869383,0.290444,1.9332,1.6126,0.828262,0.898687,0.498651,1.65561,0.805183,1.42041,0.638758
-533.19,0.982202,0.0550638,6,63,0,540.179,0.608853,1.25165,0.87685,1.9976,0.849448,0.468485,1.5365,1.02055,2.01921,0.720898,0.386655,1.78438,0.794625,1.76989,0.381593
-535.077,0.912712,0.0550638,4,31,0,541.543,0.569811,1.02604,1.20863,1.52529,0.884537,0.447988,1.72883,0.751405,1.7415,0.875872,0.538884,1.70429,0.797732,1.3155,0.495478
-536.822,0.93157,0.0550638,5,63,0,543.979,1.03701,0.530993,0.567703,2.31408,1.19437,0.92748,0.496252,1.7872,0.716188,1.52548,0.888775,0.734882,0.712481,1.36064,1.90329
-539.339,0.67096,0.0550638,5,31,0,548.008,1.90817,0.211991,2.60684,0.872081,1.57116,1.12935,0.438892,1.17877,1.08418,1.45943,1.20521,0.511483,1.15692,0.729961,1.52332
-541.748,0.986646,0.0550638,5,63,0,557.901,0.81398,0.843315,1.27378,0.546329,2.15411,0.555249,0.633994,4.04289,0.232753,4.04204,0.343751,0.944096,1.49479,0.45401,2.51475
-536.627,0.880485,0.0550638,6,63,0,548.649,1.50211,0.911435,1.29436,3.92695,0.204204,1.02471,1.22327,1.22531,2.19184,0.450317,0.586007,1.33874,1.10238,1.92139,1.89078
-536.236,0.89131,0.0550638,6,63,0,548.686,0.837191,0.679397,0.984611,0.500039,2.39586,0.892011,1.11705,0.978001,0.261235,4.00437,0.876621,1.57505,0.522338,0.240249,0.553367
-539.005,0.852254,0.0550638,6,63,0,544.699,0.739257,0.512067,2.25988,1.40829,0.653411,1.34393,0.563558,2.23937,0.643639,0.679625,2.0782,0.492144,1.03647,0.819306,2.31596
-536.321,0.987165,0.0550638,4,31,0,543.282,0.839636,0.443831,2.34298,1.24388,0.58994,1.29601,0.595286,2.32538,0.652007,0.724122,2.26866,0.512898,1.18071,0.764951,2.73909
-533.916,0.573022,0.0550638,6,63,0,545.908,0.616811,1.43414,0.693376,1.05166,1.57732,0.496977,1.55567,0.892713,0.787731,1.79518,0.487812,1.18563,0.580183,1.42888,0.374207
-533.789,0.998096,0.0550638,6,63,0,537.705,0.40549,0.777757,0.711934,2.74453,1.56437,0.311904,1.35005,0.937297,1.37735,1.56621,0.416616,1.50614,0.690284,1.04608,1.40618
-536.347,0.829148,0.0550638,6,63,0,540.383,1.44765,0.366855,1.13923,4.14066,0.411041,1.3177,0.641952,1.16132,2.31863,0.356617,1.20153,0.92938,0.865796,1.94985,0.472048
-533.973,0.599334,0.0550638,6,63,0,544.254,0.563916,0.637105,1.05067,0.932895,2.64826,0.379659,1.31543,0.941118,0.665117,2.18571,0.541025,1.34236,0.712257,0.824628,0.29949
-531.368,0.955684,0.0550638,6,63,0,538.558,1.97304,0.682095,1.17427,1.12902,0.580504,1.74279,0.64905,1.39114,0.826482,0.716811,1.5405,0.9665,0.628796,1.01173,0.441057
-532.945,0.972583,0.0550638,6,63,0,536.441,1.00978,1.07974,1.65691,0.568382,1.02525,0.986828,0.875279,2.48892,0.340296,1.36769,0.927149,1.08969,1.36037,0.286667,0.412643
-530.976,0.785594,0.0550638,5,31,0,536.084,1.29339,0.586046,1.83306,0.843727,0.978632,0.863357,0.726351,1.87238,0.729286,0.837675,1.00106,0.966348,1.13516,0.8173,0.930089
-534.735,0.810199,0.0550638,5,63,0,536.609,1.03291,0.3905,1.13553,2.05146,0.932321,1.0762,0.368788,1.69646,0.876499,1.08832,1.14649,0.512733,1.3489,1.05923,0.656379
-536.191,0.912725,0.0550638,6,63,0,541.299,1.07701,0.746768,1.84598,1.20907,0.706025,0.81492,0.577502,1.99107,1.21902,0.649567,0.939492,0.528018,1.35813,1.60732,0.545098
-535.893,0.998469,0.0550638,5,31,0,541.859,1.77833,0.51601,2.59342,1.16862,0.583833,1.14619,0.670675,2.58361,0.829419,0.564863,1.35065,1.09238,0.827275,1.29172,0.561637
-538.411,0.964681,0.0550638,6,63,0,547.124,0.45903,1.33215,1.52424,1.20319,0.9781,0.48157,1.46114,1.58713,0.951552,1.25581,0.342551,1.8388,0.589934,3.17675,0.906626
-535.636,0.992272,0.0550638,6,63,0,544.073,2.87393,0.426489,0.59169,0.794105,1.84653,2.29353,0.513492,0.542532,0.828206,1.05378,3.47343,0.662329,0.392033,0.832758,1.4591
-535.028,0.994868,0.0550638,6,63,0,542.011,0.74492,0.36343,4.02367,1.24852,0.72563,0.558208,0.646022,3.01401,0.925364,0.753458,0.777898,0.913444,1.06436,1.07382,2.27254
-535.492,0.894247,0.0550638,6,63,0,540.826,0.810502,1.21281,1.32689,1.01814,0.745407,0.629483,1.95793,1.6682,0.3556,0.846115,0.99381,2.19631,1.4511,0.258023,0.517125
-534.75,0.946832,0.0550638,6,127,0,539.042,0.862199,1.14524,1.51368,0.727361,1.0239,0.596266,1.53484,1.56523,0.483691,1.01943,0.873773,1.84658,0.726524,1.14786,0.195901
-533.757,0.923198,0.0550638,6,63,0,538.925,1.90539,2.01972,0.462924,1.0578,0.68256,1.04005,2.82492,0.798835,0.527468,0.701573,1.34133,2.37065,0.65348,0.437545,1.2987
-536.908,0.831724,0.0550638,6,63,0,540.687,0.873894,0.864454,1.29062,1.24885,1.10058,0.537279,1.42536,1.13735,0.862788,0.90272,0.956377,1.89686,0.60497,1.32987,6.27614
-537.69,0.946516,0.0550638,6,63,0,548.634,0.576655,0.825875,0.938077,1.31189,3.05587,0.34518,0.888996,1.10143,0.792148,2.04561,0.479805,1.67324,0.560778,0.829255,2.5332
-538.977,0.793018,0.0550638,5,31,0,545.882,0.565831,0.996755,0.636276,2.24254,1.40667,0.492216,0.888869,1.06227,1.02245,2.60865,0.385557,0.587983,0.916212,0.775155,0.830809
-537.154,0.984637,0.0550638,6,63,0,546.617,0.89332,2.58328,0.934298,1.01681,0.621409,0.547099,3.8534,0.760517,0.701955,0.953692,0.462099,4.93394,0.490818,1.30563,3.23923
-540.362,0.901916,0.0550638,6,63,0,548.152,0.969573,0.840273,3.86044,0.523163,0.622062,1.26495,0.618438,4.55789,0.389665,0.623618,0.876332,1.05806,4.72145,0.477864,0.875688
-536.424,0.932331,0.0550638,5,63,0,547.37,0.886971,0.488162,1.58277,0.722336,2.02295,1.08155,0.584541,1.06101,0.679167,1.81556,1.03789,0.98809,0.788774,0.349002,0.583852
-538.705,0.935153,0.0550638,6,63,0,543.455,0.850966,0.685252,0.780601,4.12791,0.542944,0.520454,1.65634,0.769516,1.67936,0.439949,1.0719,1.71882,0.433714,2.22521,2.42167
-540.052,0.981036,0.0550638,6,63,0,548.112,1.16142,2.34777,0.852034,1.60945,0.307887,1.53209,1.33722,1.08761,1.55871,0.38821,0.801486,1.67966,1.28291,1.72944,1.58888
-534.862,0.688778,0.0550638,4,15,0,547.599,1.13145,1.9687,0.837754,1.32062,0.367148,1.18179,1.63813,1.26377,1.35586,0.342235,0.969512,1.43828,0.928422,1.47667,1.63455
-532.903,0.998662,0.0550638,5,63,0,541.855,2.12596,0.608672,1.10154,1.26034,0.506429,1.49431,0.998163,1.29346,0.810435,0.73063,1.57641,1.0638,0.470877,1.16928,0.923252
-535.38,0.894971,0.0550638,6,95,0,543.765,1.71103,1.26474,2.04429,1.72026,0.196676,1.05859,1.40389,2.01211,1.21878,0.255583,1.16301,1.36639,1.87026,1.42575,1.58706
-538.74,0.957523,0.0550638,6,63,0,547.234,1.99048,0.994349,0.985158,0.883491,0.670187,1.18902,1.79606,0.718602,0.974217,0.541513,1.76884,1.20801,0.384007,2.34214,0.129323
-535.001,0.994545,0.0550638,6,63,0,544.491,1.12856,1.30973,0.699716,1.50008,0.533755,1.18149,1.9493,0.814678,0.657314,0.773277,1.08477,2.47224,0.832379,0.32238,1.74399
-537.917,0.771421,0.0550638,6,63,0,545.417,0.358428,3.09171,1.01841,0.650626,1.50887,0.282672,3.59359,1.02429,0.812409,1.47959,0.264742,3.92789,0.517389,1.37108,0.922271
-536.751,0.580454,0.0550638,6,63,0,545.182,0.323451,1.67793,0.72087,3.30242,0.968667,0.24035,2.13312,1.20186,0.998224,1.17477,0.344593,2.61578,0.783431,0.831884,0.636352
-534.54,0.999797,0.0550638,5,31,0,540.003,0.345282,1.94267,0.707348,2.24078,0.868,0.348085,2.02639,1.03028,1.39077,1.17619,0.249318,3.22059,0.665539,0.994935,0.557755
-534.918,0.868673,0.0550638,6,63,0,542.323,0.612248,1.64096,0.488446,2.66486,0.976521,0.603665,1.30278,0.584503,2.49119,0.707831,0.571791,1.75727,0.373596,3.10987,1.09281
-533.432,0.975708,0.0550638,6,63,0,538.681,1.05097,0.896693,2.66187,0.523577,0.755339,1.25751,0.88006,2.80803,0.332925,0.750773,1.51332,0.863,1.76855,0.433002,2.07458
-536.119,0.990725,0.0550638,6,63,0,541.022,1.75026,0.830312,2.02931,0.34983,1.09789,1.1679,1.34074,2.87495,0.219905,0.891552,1.08686,1.3628,2.3354,0.258983,0.878963
-532.689,0.577712,0.0550638,6,63,0,545.578,0.7599,0.839924,1.40933,1.90981,0.469794,0.701601,1.14229,1.56938,1.85663,0.430943,0.659414,1.18945,1.23648,1.87082,2.3351
-533.673,0.922492,0.0550638,6,63,0,541.117,1.48324,0.568406,0.996255,1.81335,0.899884,0.892756,0.596362,1.49509,0.697356,1.60102,0.849308,0.962268,0.777706,0.651093,4.18493
-533.266,0.986549,0.0550638,5,63,0,536.568,0.642356,1.36681,0.766802,0.961205,1.38977,0.558376,1.37668,1.13251,0.779454,1.05434,0.808597,1.3459,0.682466,1.60188,1.56825
-531.904,0.978884,0.0550638,4,31,0,537.916,0.609127,1.09014,0.892641,1.07753,1.29596,0.498183,1.38969,1.09782,0.981123,1.40157,0.454076,1.63974,0.710058,1.21462,1.9248
-531.993,0.99469,0.0550638,6,63,0,538.336,1.71567,0.587892,1.26905,1.3017,0.69363,1.24956,0.896123,1.36798,1.07155,0.657816,0.966017,0.998004,1.00996,1.0592,0.472128
-534.306,0.767302,0.0550638,5,63,0,541.702,0.81207,0.598443,1.7605,1.96068,0.439645,0.985918,0.570403,2.92659,0.915452,0.573767,1.30349,0.605816,1.12045,1.24307,0.895048
-536.561,0.984954,0.0550638,6,63,0,543.135,1.62896,1.02299,1.48172,0.457755,1.18756,1.56424,0.873744,1.63937,0.247752,2.13724,1.35887,0.830922,1.27407,0.391026,0.230206
-533.995,0.881248,0.0550638,4,15,0,542.51,1.58209,0.805027,1.22983,0.362767,1.42296,1.69447,0.817293,1.73287,0.296888,1.55479,1.25586,0.979887,1.13149,0.419094,0.254118
-535.907,0.992852,0.0550638,6,63,0,538.882,0.343394,1.33453,0.813455,3.30898,0.909909,0.249105,1.65044,1.0374,1.93786,1.05321,0.267802,1.51696,0.865404,3.30535,2.99727
-533.371,0.983571,0.0550638,6,63,0,542.122,0.835712,0.444049,0.992421,1.88252,1.2636,0.839534,0.593314,1.0531,1.58939,1.46047,0.731011,0.446729,0.932819,2.01397,0.702418
-533.221,0.990901,0.0550638,6,63,0,538.365,1.16386,1.02192,0.644969,2.04322,0.726153,0.950615,1.04381,1.20509,0.910076,0.635824,1.3441,1.44,0.4761,1.18815,3.74393
-534.519,0.92042,0.0550638,5,47,0,537.372,1.26369,0.690362,0.609339,2.23554,0.928697,0.940858,0.852938,1.21038,0.864263,0.849173,0.953562,1.21341,0.632852,1.74878,0.721509
-534.982,0.961275,0.0550638,5,47,0,539.602,1.12638,0.813318,1.5752,1.72139,0.302063,0.961126,1.54967,1.57206,1.11532,0.319545,1.2575,1.65836,1.37234,1.22182,0.683697
-538.753,0.978979,0.0550638,6,63,0,542.404,0.541859,1.17184,0.531302,1.55703,1.10398,1.03157,1.08794,0.63573,1.30902,0.820071,1.45083,1.39266,0.546377,1.18251,5.06283
-537.903,0.99406,0.0550638,5,63,0,551.127,2.19994,1.14287,1.2468,1.07387,0.415136,1.42634,1.85423,1.16886,0.57273,0.611033,1.20908,1.22554,1.22295,1.04777,0.36802
-541.497,0.932099,0.0550638,4,31,0,548.894,2.95214,1.48131,0.865744,0.981444,0.482445,1.14567,1.41751,1.21165,1.01964,0.626306,1.20699,0.830943,1.21078,0.666451,0.324083
-538.018,0.401481,0.0550638,4,31,0,551.8,2.43203,1.24403,0.76116,1.28051,0.549951,1.03199,1.38143,1.26577,0.941516,0.767345,1.30009,0.886572,1.12053,0.640085,0.322021
-538.484,0.952928,0.0550638,6,63,0,545.795,1.91179,0.188052,1.82491,1.14977,1.23207,1.62695,0.297763,1.69216,0.814224,1.41201,1.60593,0.252195,1.16871,2.17532,0.623031
-543.385,0.73845,0.0550638,6,63,0,555.362,0.857847,0.918198,2.19399,0.324387,1.18086,0.822429,1.67324,2.06112,0.448846,0.627952,0.739004,3.04057,0.726619,0.806392,0.0734243
-540.799,0.998179,0.0550638,6,63,0,552.256,0.825571,0.632288,0.640384,7.29925,0.401494,1.21367,0.32355,1.60139,1.93507,0.907371,1.01406,0.472996,1.08455,1.50671,0.35838
-535.083,0.884904,0.0550638,6,95,0,547.621,0.691316,0.764279,1.14357,3.75619,0.511196,0.629185,0.594107,1.90984,2.25775,0.565046,0.810495,0.592876,1.21197,3.60748,0.260062
-535.647,0.967532,0.0550638,5,31,0,539.805,1.28787,0.2796,1.45867,3.44823,0.634076,0.745831,0.592501,1.0913,2.16876,0.865482,0.775758,0.656495,0.714918,1.82984,0.179304
-532.594,0.984148,0.0550638,5,31,0,538.351,0.865011,0.726061,1.198,2.01687,0.855298,0.853122,0.495812,1.99721,1.33525,0.791095,0.877082,0.697938,0.898758,1.76325,0.526592
-532.437,0.711152,0.0550638,5,63,0,541.735,1.11972,1.35118,0.92425,2.59059,0.330929,0.934493,1.44459,1.20215,1.52151,0.520327,0.889857,1.40146,0.73655,1.28374,1.06541
-533.66,0.943769,0.0550638,6,63,0,536.936,0.837175,0.474491,1.32668,0.826047,2.2465,0.638959,0.691658,1.63612,0.595116,2.19676,0.837002,1.03037,0.656118,0.551381,1.2247
-535.42,0.972325,0.0550638,6,63,0,539.3,0.890524,0.555374,0.469748,2.23509,1.52122,0.915439,0.834233,0.774727,0.841705,1.62657,0.72258,1.25811,0.585507,0.866751,0.55708
-534.334,0.891779,0.0550638,6,63,0,540.731,0.830707,1.22436,0.531082,1.30053,1.55466,0.775179,1.39444,0.633101,0.924825,1.57289,0.803594,0.864338,0.555202,1.06962,1.00213
-533.151,0.985494,0.0550638,5,63,0,542.899,1.60677,1.0859,0.734187,1.0596,0.546777,1.65993,1.11132,1.06753,0.760621,0.722335,1.61555,1.58384,0.471463,1.12191,2.02323
-535.962,0.972198,0.0550638,6,63,0,540.769,0.960816,0.754105,1.11553,2.05343,0.486151,1.08539,0.809307,1.27583,0.904586,1.3308,0.85423,1.15579,0.742641,1.01655,0.199142
-533.543,0.938927,0.0550638,5,63,0,540.691,1.61513,0.78696,0.572147,1.19987,1.15409,1.03378,1.22858,0.943092,0.972336,0.653649,1.36103,1.177,0.707569,1.02325,0.978514
